b30037_rev_1.pdf, Dual Bearing V Wheel
b30044_rev_1.pdf, Tube Bracket Assembly
c14002-001_rev_6.pdf, Laser Carriage  Plate
c17010_rev_4.pdf, Tube Support Bracket
c30001-013_rev_4.pdf, Y Bearing Plate
c30001-014_rev_5.pdf, Y Bearing Plate
c30001-020_rev_6.pdf, 2.x Laser Carriage Assy
d19007_rev_1.pdf, Cover Window
d30013_rev_4.pdf, 2.x Laser Cover Assy
d30014_rev_2.pdf, 2.X Z Table Assembly
d30043_rev_2.pdf, 2.x Laser Gantry Makerslide Version
